"abap_program_id","related_abap_program_id","relation_type"
"SAPLMGMM_SCREEN_4104","ee4098af-ec72-49b6-8805-f5331c0b66b1","MODULE"
"8182d5fb-3c5d-463b-bece-d606b1a3d590","1064a6ec-c8cc-408b-b17c-a56f5d1617e8","Database Tables"
"eb397cb0-3610-4713-a2f7-f9307b25ece3","20d40f6e-a585-4aa5-92be-c6fa83a21fb7","Includes"
"1b2c6d47-2a78-4638-b883-1edfa6d61f3b","9c926029-53da-45c3-a733-215a21f6bba1","Database Tables"
"43fc54cd-75c6-41c9-852f-16b3e885ccf1","9c926029-53da-45c3-a733-215a21f6bba1","Database Tables"
"272ad1f6-6a12-4510-825c-ada649e4715c","05f8962e-ae66-4592-b96b-1d5246e3d262","Database Tables"
"9fd2db9c-3693-4e0a-a8b1-204820bc9bed","acd092f3-33ee-4601-b912-3cc813f89403","Database Tables"
"51493a8d-f3d3-48f4-b463-c895ab8e7fc2","a73a0eb2-c2fc-484c-8eb5-e53b7cd9cfc0","Includes"
"829b7ba8-c601-4249-916f-1af07bfd12e4","4e22e94c-b516-43f7-91fc-1cd898fe18f2","Function Calls"
"d93f2307-df80-4693-8f2d-b8f0ee9f0991","9991c9fc-4c9a-435b-b099-1a7cee461b3a","Database Tables"
"57b74590-5dce-4c89-903d-2d9ecdea2d65","f877d937-1f64-45b9-8b98-941bc6f7b5ed","Database Tables"
"SAPLMGMM_SCREEN_0081","081f7122-e153-42ca-8bd9-07f6d5614ca2","MODULE"
"SAPLMGMM_SCREEN_3004","8ae6d4e8-3bcd-4bf3-b830-d56aaad85fc2","MODULE"
"287dd822-3f8e-4572-ba1b-cd62d3d9600e","f2982c3c-5e03-40bc-8b92-b4d23d62e67a","Includes"
"09f1c65b-52a6-4963-8985-42784ed25d35","adc3062e-e92e-4b09-9f71-19af4000ffe6","Includes"
"fe077472-eb8c-4942-8092-818c347f4650","cece66f5-bbfe-4337-9333-c3c1f4f33ed5","Database Tables"
"51493a8d-f3d3-48f4-b463-c895ab8e7fc2","b23194e1-f52b-4b95-915b-c12bb8e682e0","Includes"
"35378e94-ed70-4b5d-8d33-a1d511e98e62","6374fc05-7c2f-4733-84b3-7bfe3fb74a26","Database Tables"
"SAPLMGMM_SCREEN_3130","9304fa03-a87a-4102-9766-10bf383d7d18","MODULE"
"d93f2307-df80-4693-8f2d-b8f0ee9f0991","b8282c2b-777a-49cb-a71f-82eb037cf8c0","Database Tables"
"c5cb493e-3643-41ca-9426-0413f7fbc3b3","77f168a4-5999-4e17-a47b-d946cd5755a2","Includes"
"43ef4a97-cade-43d7-8b01-ec991eccee7d","a5810432-04fc-4c59-9f1f-843ab8508346","Function Calls"
"9531884f-2962-4b23-9518-063781465c06","4524c535-349b-4574-9f7a-e9723cec69b8","Database Tables"
"315775ec-a4fc-43f1-b402-30b5b253e068","c3637e3a-f112-43d1-9c68-5013cd43bd02","Function Calls"
"43a4b6a4-5bf0-44c2-bd22-889061f91fb6","ed7c88d9-ff89-4556-a5a7-b543eec9a1e0","Function Calls"
"5dc7a2ef-64f5-4826-90a7-9ab27147a19b","89b07412-2949-42df-9188-bbfe94748d05","Function Calls"
"b0f14388-353d-4091-a0a1-644556345557","5bd706f9-5512-4948-ad44-d69b53eefcc3","Includes"
"6721d3c0-cc2a-4b5a-99e5-8865163c0fd3","030fcce7-dc9b-4a37-837c-b7544beaef65","Includes"
"SAPLMGMM_SCREEN_3200","3b65fb99-7838-4feb-8327-d1a9c2d30b2c","MODULE"
"35a02ced-2bd4-486c-9667-227837b49c86","309763f7-27f8-4a79-9b75-f4a01e65d067","Function Calls"
"8eef1014-6b9e-44d4-b3e7-cb70a4a20141","3d4661b5-c1ff-40a1-a800-91772e2ee81e","Database Tables"
"43d4a67a-433b-4ab5-81b1-b6ed57ed4dfa","b54bc276-7574-4390-9d6c-0e64364aa4da","Function Calls"
"44308ee3-1c99-477e-b3cb-b738850129bb","7e37bd24-df82-4a7b-81e4-862c160d89db","Database Tables"
"7e8933b1-94a9-439d-bbff-390af56874c3","5324b079-3cc5-49b8-bb24-9714a00a6815","Database Tables"
"c4322c4e-a087-4dc8-b08e-59f76cf4ed6b","9476c81f-acdc-4551-89f6-1539bbf4dfad","Function Calls"
"6d6623f8-9994-4a26-865e-f803431bfc13","1feef377-9671-46e8-b899-477769fba103","Function Calls"
"c4400fc9-f206-47d5-a278-669402714962","45b9065c-9b43-4b8c-b6e4-c1a01e7cabc1","Database Tables"
"18dfbc58-ce1b-4c9a-825f-3da1b570f2bf","4524c535-349b-4574-9f7a-e9723cec69b8","Database Tables"
"SAPLMGMM_SCREEN_0600","8c8bf5e3-3e14-4794-bfb3-e270ff06ec2c","MODULE"
"db9e328c-9414-443b-90b2-c036084be350","40117195-081d-43c0-be0c-43fa8553cebd","Database Tables"
"ee2f3128-85ba-438e-ae10-c8f24931505d","b7b39333-cdbf-4a02-b648-8d947bf99953","Database Tables"
"1e468bf9-a52c-43e1-b5cb-40623dd70baa","9bd4f136-1948-4740-ac84-9d70122bebbf","Function Calls"
"8f6e251c-39c8-412f-b120-3ca43c3e380a","7ec6c99e-6b14-4222-8287-1b80c256c0a9","Database Tables"
"c5cb493e-3643-41ca-9426-0413f7fbc3b3","edfd8f52-8905-4661-a11d-10edf5c03472","Database Tables"
"SAPLMGMM_SCREEN_5000","3e839b8a-b790-4b34-80aa-b933a4278b35","MODULE"
"d8f30333-6abc-4126-8196-c5401de3d966","c61750fa-7fbe-4d52-be4c-53b5e5098ec9","Includes"
"fc9622b9-f6a5-4447-8d40-233d2b1fe51e","b92c0e85-a861-49d5-b9db-2ac372c1697c","Database Tables"
"51d1fe5b-111c-4d70-8b80-c088a07a620f","bce4f4d5-19cc-490a-9b9a-bfee14f6b29f","Database Tables"
"9bd4f136-1948-4740-ac84-9d70122bebbf","7c0fc1c8-526c-4e44-8524-ff1ad4c90dc4","Database Tables"
"58d3ffee-2b53-464d-bf96-78fa75aa1127","4b5ea85b-4f3d-4db4-8f1c-e742f3de23ac","Function Calls"
"SAPLMGMM_SCREEN_3004","9304fa03-a87a-4102-9766-10bf383d7d18","MODULE"
"f74fc557-c32b-4359-a5ce-bbf022120362","88fd35aa-0faf-45bf-b135-3bb2f669df5d","Function Calls"
"287dd822-3f8e-4572-ba1b-cd62d3d9600e","36ee3fa8-05e4-421b-8062-02595e663233","Includes"
"eb397cb0-3610-4713-a2f7-f9307b25ece3","88b5e2a2-8114-4a39-83eb-2e0d2d9d214c","Includes"
"44308ee3-1c99-477e-b3cb-b738850129bb","cece66f5-bbfe-4337-9333-c3c1f4f33ed5","Database Tables"
"SAPLMGMM_SCREEN_4110","6cf09d0b-667a-4a02-9290-217068dc97d4","MODULE"
"c49efc62-4cc4-4cdb-901a-7c72aa114919","cad2cd89-c51a-4bb3-af8c-b778f910d4f6","Includes"
"7ee7c34a-d8eb-477c-bd93-f58a99660da7","7470b568-b53f-4b7e-a6c2-7868f993717c","Function Calls"
"b3b8b9a3-23a4-4169-abb2-43b5cb169a90","4ad19e4d-cf91-42c2-8932-9a8b43d67218","Method Calls"
"b114c254-f233-4b4b-82ed-aa3dd0aef738","a8dc0e90-13d7-4a4e-b9fe-c467133b3e01","Includes"
"2e4d5af7-5570-49e6-a8e3-95e21d7fecdb","1feef377-9671-46e8-b899-477769fba103","Function Calls"
"SAPLMGMM_SCREEN_0080","3e2b1d66-9a34-4fdd-87b0-e74f42aa0ff3","MODULE"
"0a4db91d-8760-4e55-9fb9-4473959b118d","09e8c991-0b9f-4492-b530-455fed696318","Function Calls"
"75275f45-c587-4264-9c3d-aff61c353acc","272ad1f6-6a12-4510-825c-ada649e4715c","Function Calls"
"f7291635-2433-46ee-87b8-5a798061e42f","da01ae0a-e59f-4a11-8582-bc6b6236ced6","Database Tables"
"6721d3c0-cc2a-4b5a-99e5-8865163c0fd3","6ab56327-25cc-4425-b18c-02d5676038a1","Includes"
"18c9fe90-f8fb-4b2a-8171-784edc062a38","dca44f16-38a7-46cb-b281-25b759a56c0d","Database Tables"
"44212958-bf44-428f-9de3-c9031bb77f51","74135ba7-0561-4600-9700-2ad7a1ff3626","Function Calls"
"287dd822-3f8e-4572-ba1b-cd62d3d9600e","995e8de9-9622-48c6-9a6d-a3965d5380de","Includes"
"7ad4c02d-085f-4a5a-b237-6348747f55e1","2e4d5af7-5570-49e6-a8e3-95e21d7fecdb","Function Calls"
"6721d3c0-cc2a-4b5a-99e5-8865163c0fd3","d10741e7-c70d-4f9b-94ad-073f2e8de430","Includes"
"1893744e-03e2-4b39-9a02-305263505a05","eca5df76-91c5-43e6-888a-51d31edee23c","Function Calls"
"114d2db7-1ec6-4c7e-b17d-20e795893757","bce4f4d5-19cc-490a-9b9a-bfee14f6b29f","Database Tables"
"d679e667-25a1-43f0-a06a-7ded7b53106b","a01f41e2-5b26-42f0-a37c-209cdf6500d3","Database Tables"
"SAPLMGMM_SCREEN_4000","8c8bf5e3-3e14-4794-bfb3-e270ff06ec2c","MODULE"
"SAPLMGMM_SCREEN_3120","ac299fe0-3bc7-4941-adb0-d2dd9b4c1ef4","MODULE"
"3892ffda-22d7-455f-b897-d07c077ce8e3","f684102f-7424-4969-acaf-35b8277f6a96","Function Calls"
"f38b300d-b718-416a-964d-c9279f73a9a7","9c926029-53da-45c3-a733-215a21f6bba1","Database Tables"
"8f686dc1-56dd-4dff-b8fb-0694a36eb922","c9b65b0c-24eb-40e3-aa61-dc9776b10878","Function Calls"
"SAPLMGMM_SCREEN_4000","c7c5ee81-3459-4c42-9a18-f39a9d4323e9","MODULE"
"b34b2c64-178a-4020-b237-4a9629498baf","a01f41e2-5b26-42f0-a37c-209cdf6500d3","Database Tables"
"c73cf207-6712-4959-bc0e-68eed459a230","c9d7bb3d-d1bb-4e89-a9e3-f7eee6e8b38d","Function Calls"
"SAPLMGMM_SCREEN_0062","88b5e2a2-8114-4a39-83eb-2e0d2d9d214c","MODULE"
"f2982c3c-5e03-40bc-8b92-b4d23d62e67a","a68a353e-d0a1-4a25-8974-277b8060b28a","Function Calls"
"8e9f3de1-62d2-47f6-9625-86c2b5ee72ea","7cdff72b-c7b8-45b2-adaa-5aa4b1ec3d44","Database Tables"
"1b664702-4924-419e-96a1-b710b2cf2a1b","7e37bd24-df82-4a7b-81e4-862c160d89db","Database Tables"
"c507c5b3-7035-4264-be54-069dc465ab02","2f8e4cde-2027-4145-b9f1-cb9646ceef49","Includes"
"f2e3ec41-3955-46fc-b2ef-6b4e6515cc57","2770005d-9f39-44d3-88cd-46876396f812","Database Tables"
"SAPLMGMM_SCREEN_0080","1cec3abf-e732-4604-a417-65ebc2ac3967","MODULE"
"43fc54cd-75c6-41c9-852f-16b3e885ccf1","c9662fad-740e-489f-aae7-a3dcc53ba7a2","Database Tables"
"SAPLMGMM_SCREEN_3200","c7c5ee81-3459-4c42-9a18-f39a9d4323e9","MODULE"
"c46524fe-64e9-4f91-8c04-02a39e677e3e","7d2338db-0391-4acd-b968-6d414b9bb038","Database Tables"
"664ce843-6d58-401b-b81e-47c6ded874dc","a4523a53-f9b4-461b-b72a-10e8d1891f60","Function Calls"
"6b4a0d27-8888-45cf-9dd2-1007baf552d2","bce4f4d5-19cc-490a-9b9a-bfee14f6b29f","Database Tables"
"SAPLMGMM_SCREEN_0505","de778a47-1b53-4492-a932-6ab31f74f8a1","MODULE"
"14216865-8041-467e-81e9-3a8c2a9996d3","297c1c51-c406-4a99-9366-95b629e4ddd3","Function Calls"
"148c9eac-211b-486e-ad22-7b9cc00024cc","024a675e-cd3c-468c-b6b2-a457591feee6","Database Tables"
"03592f88-d228-4d15-a8ee-f38ec3d4bee3","505356ce-7a7a-4b9b-ba5f-a5dbef76aeac","Includes"
"1893744e-03e2-4b39-9a02-305263505a05","bfbb35ef-6e43-4e3e-a980-39dc171704d9","Function Calls"
"SAPLMGMM_SCREEN_0080","9cc7da65-3c41-48d6-8d49-c85ab6e7c255","MODULE"
"ec479192-a3ed-40ce-9959-633bf267683f","99462ffc-8bbc-4e60-b040-844bd9a40b38","Database Tables"
"d93f2307-df80-4693-8f2d-b8f0ee9f0991","6f4d7695-319b-4101-9b8c-fee6ac87775f","Function Calls"
"6efd5ad5-527e-4f33-bd88-26813c740a9a","c73cf207-6712-4959-bc0e-68eed459a230","Function Calls"
"7a8bce1e-2c85-45e1-8e85-85e6336f417c","a489ff12-2d38-4410-92c4-c51849ae6997","Database Tables"
"SAPLMGMM_SCREEN_0531","9b2e05b2-805f-4d07-a7b3-12946a5f92d7","MODULE"
"ed164063-b105-4fa0-97c4-5ef57406c1b6","9c926029-53da-45c3-a733-215a21f6bba1","Database Tables"
"eb397cb0-3610-4713-a2f7-f9307b25ece3","4fbcfd71-3962-412d-8a06-918fff39929c","Includes"
"b4fd1e87-f3e1-4c87-829c-0c1001607479","b8282c2b-777a-49cb-a71f-82eb037cf8c0","Database Tables"
"79640f53-7bde-4959-8c5b-0d607bbd7eef","f997b47c-45d8-476b-93d8-4eeea2674107","Function Calls"
"18c9fe90-f8fb-4b2a-8171-784edc062a38","3030af71-3668-4d00-98ad-24f5e41974ee","Database Tables"
"4ebbf4a5-5c6e-4f7b-8fca-bc14c27cdabb","e90f6cff-7224-49c3-a58b-f8260f55ad6c","Function Calls"
"d7eb8725-6bbc-4697-8e03-9e00bdab7361","fe0eb0e1-8124-4575-af78-581b67c276a1","Database Tables"
"8e6760d4-110a-406b-87f2-c713961166e8","68f10636-2238-4008-870a-f418fcd65e7d","Database Tables"
"652d955e-e683-4dd5-b87c-a495c2e00bb8","4e820931-5986-4d4f-a7d5-e9b6b74719b0","Database Tables"
"86542981-a18f-4eb7-bcae-1da0a013b2a3","44f4a841-51ca-4ed9-af19-fc6625817067","Function Calls"
"113caff6-4370-44b4-9059-6b8b66d8f201","e5191f0b-0e33-44de-9504-7e7637723c6a","Function Calls"
"3563d689-c700-445b-b097-8026c6b3eec4","cece66f5-bbfe-4337-9333-c3c1f4f33ed5","Database Tables"
"f0ec158b-0551-4658-862f-efcec7cdf7eb","06dd863e-16e5-40b0-ad0f-a171b2a5e6be","Database Tables"
"SAPLMGMM_SCREEN_5030","8d9f009b-efcf-4145-a68b-4aba1775f80d","MODULE"
"03592f88-d228-4d15-a8ee-f38ec3d4bee3","bd5dd16e-a209-4a8a-8299-40644fdd524b","Includes"
"ea859231-2406-49b2-8537-bc5e1886e6d4","c5be007c-d4fd-4b31-af03-f8d262af7398","Includes"
"SAPLMGMM_SCREEN_3003","3e839b8a-b790-4b34-80aa-b933a4278b35","MODULE"
"SAPLMGMM_SCREEN_4040","8ae6d4e8-3bcd-4bf3-b830-d56aaad85fc2","MODULE"
"SAPLMGMM_SCREEN_4005","c7c5ee81-3459-4c42-9a18-f39a9d4323e9","MODULE"
"0346f7b1-d43b-4325-9a5c-1fd6d3a781c8","7e37bd24-df82-4a7b-81e4-862c160d89db","Database Tables"
"SAPLMGMM_SCREEN_3030","8c8bf5e3-3e14-4794-bfb3-e270ff06ec2c","MODULE"
"2569ec5c-18d6-4423-ad78-1f03a6f19fff","ca5b94f5-0e5a-48da-af66-355b14a08f77","Database Tables"
"272ad1f6-6a12-4510-825c-ada649e4715c","b6f39c3d-00f7-41be-afb1-8831ae3629ca","Database Tables"
"6f9a3e39-6075-4a19-9315-7af58cb85ef8","33f556eb-7509-4730-a201-20e1bfbcd543","Database Tables"
"e522b28a-cb41-4349-95d5-7f91d62c2363","38a3afc6-91ae-4586-903b-6dd8287604ad","Database Tables"
"d93f2307-df80-4693-8f2d-b8f0ee9f0991","f7341831-cbfa-4644-a1f5-c74179de6145","Function Calls"
"03592f88-d228-4d15-a8ee-f38ec3d4bee3","2ed832fd-833c-4d34-809b-10a733d274a9","Includes"
"fdd901a1-5938-4669-aeaf-7c996e867e86","2132a313-ce1e-4a24-9ded-24c235059207","Function Calls"
"a07915a7-9c34-4ba7-92d5-bd303c9ac804","d0cc1e0a-6290-4a9d-9924-acc75035e5bf","Function Calls"
"5c7ad203-a3ed-4ff7-9c8a-3814328a0adf","7e37bd24-df82-4a7b-81e4-862c160d89db","Database Tables"
"ca58d769-06ad-4223-8034-713bb2c1c47d","9c926029-53da-45c3-a733-215a21f6bba1","Database Tables"
"3b3be8fe-5598-4704-b547-d40fa36e0077","e337924e-1401-4900-971d-1bd1457df208","Function Calls"
"28d4fa41-1094-4542-8327-dd19dacfdc09","b7cd8842-c5f7-4f1e-ad3c-843bdc0f8ffc","Function Calls"
"03592f88-d228-4d15-a8ee-f38ec3d4bee3","8b638404-4c61-4968-8d60-c3543aa0e572","Includes"
"5da51010-f7c3-4e01-8465-832fd5577992","fe0eb0e1-8124-4575-af78-581b67c276a1","Database Tables"
"bd5dd16e-a209-4a8a-8299-40644fdd524b","fe0eb0e1-8124-4575-af78-581b67c276a1","Database Tables"
"9bc86089-caa4-4977-b07f-7aae42895c04","38ffee3f-493f-4524-b7e8-6a4d97658380","Function Calls"
"03c3c7d0-85c1-4ebc-bd84-b07e46cfea43","35eeda3c-d5fa-4455-89c5-4751220fb6e8","Function Calls"
"599aa0a2-ffb7-485a-a7c9-9d94691b75c3","ec77da80-e21d-4685-9e0f-18c8bc37ed4e","Function Calls"
"4ebbf4a5-5c6e-4f7b-8fca-bc14c27cdabb","2132a313-ce1e-4a24-9ded-24c235059207","Function Calls"
"1cd3d380-e87c-40c8-ae00-5b9f62be8238","SAPLMGMM_SCREEN_0600","CALL SCREEN"
"287dd822-3f8e-4572-ba1b-cd62d3d9600e","18dfbc58-ce1b-4c9a-825f-3da1b570f2bf","Function Calls"
"0a4db91d-8760-4e55-9fb9-4473959b118d","18d55ba9-12d7-409c-8da8-ee05060e5390","Function Calls"
"1c89a719-891e-4ff4-9bda-fd5a88efeff1","eaca08e7-ad20-479b-accb-40b5654459c9","Includes"
"ac1d573f-6625-4ced-980e-990a52bce5ff","1a0c369f-b09e-4208-9f62-8731097f4459","Database Tables"
"7470b568-b53f-4b7e-a6c2-7868f993717c","8f7ccc97-0eed-487d-8fef-f778887aa7c5","Function Calls"
"69908094-fe61-4216-9063-355da4f0f28e","7e37bd24-df82-4a7b-81e4-862c160d89db","Database Tables"
"211238dc-11fd-478e-96df-5928be1c1144","1893744e-03e2-4b39-9a02-305263505a05","Includes"
"d3d6bfd1-6558-492f-b889-02eaabf149b6","c95b35cb-3221-4a4f-95d1-3cab36c3d083","Includes"
"548b3697-2dbb-4610-8281-0fdf25f12e97","8c8bf5e3-3e14-4794-bfb3-e270ff06ec2c","Includes"
"61792444-a7b0-4033-a664-2e4e5e1602b5","e1122290-ea65-40b8-b650-adddbbd6903d","Database Tables"
"ee1eede5-47dd-4105-89fd-621a29d35bab","e7c7f2f8-e698-42e3-be31-56df0dafbf1f","Database Tables"
"76918fa0-255d-4840-9240-f36967cf5eec","489dc54c-a186-462e-b5ba-c2015c0b9825","Includes"
"10713d9d-1cab-4420-a242-c39945f98866","870646d2-37a5-4d60-b044-e492609221f0","Function Calls"
"cd7b3bf2-9ba9-4e66-93ba-2391c92dface","d657b9e8-2917-47c0-8cc4-bc37b9ed83e0","Function Calls"
"7d995faf-ee1b-4075-9fc7-b480845e432a","d88b36a4-5302-448d-8541-5d5fac09eaa3","Function Calls"
"12352185-e664-4b05-af67-c98d09acddb1","03c3c7d0-85c1-4ebc-bd84-b07e46cfea43","Function Calls"
"c507c5b3-7035-4264-be54-069dc465ab02","545da217-3bd9-45a8-abfd-542f02ffb229","Includes"
"8c804d0a-1b8f-401c-a048-bf321f0e9fc8","cc869ca9-4bbc-4cd0-978a-f5edea6a49d4","Function Calls"
"7799ccd1-5d8c-46bd-bb39-e4c17342abd5","b8282c2b-777a-49cb-a71f-82eb037cf8c0","Database Tables"
"4c26f9fe-7340-4bdc-997a-117d738f7d50","92e62952-3edd-419e-a21b-6243aa28ac5b","Function Calls"
"SAPLMGMM_SCREEN_3200","8c8bf5e3-3e14-4794-bfb3-e270ff06ec2c","MODULE"
"23415101-c6b1-463a-a2fa-e35a45f0dbcf","SAPLMGMM_SCREEN_2000","CALL SCREEN"
"76918fa0-255d-4840-9240-f36967cf5eec","2826ce3d-bdd8-45a8-940a-620a664a3469","Includes"
"SAPLMGMM_SCREEN_4110","8c8bf5e3-3e14-4794-bfb3-e270ff06ec2c","MODULE"
"SAPLMGMM_SCREEN_3200","8d9f009b-efcf-4145-a68b-4aba1775f80d","MODULE"
"51d1fe5b-111c-4d70-8b80-c088a07a620f","7e37bd24-df82-4a7b-81e4-862c160d89db","Database Tables"
"287dd822-3f8e-4572-ba1b-cd62d3d9600e","13233999-20f0-4fc9-9a5f-32143f01baca","Includes"
"43a4b6a4-5bf0-44c2-bd22-889061f91fb6","e483a2b9-0434-4275-b048-80ca7cfcaa3d","Function Calls"
"a050815a-fae3-432f-acec-c01d48638ab8","f95e8c11-2e25-418a-a051-4d699936cb22","Function Calls"
"SAPLMGMM_SCREEN_0503","3e839b8a-b790-4b34-80aa-b933a4278b35","MODULE"
"SAPLMGMM_SCREEN_3030","1e468bf9-a52c-43e1-b5cb-40623dd70baa","MODULE"
"72132657-16e1-4a9b-8569-1c1fb2e82e2a","67d5d4ca-d898-4dea-991f-842053d2a472","Function Calls"
"03592f88-d228-4d15-a8ee-f38ec3d4bee3","db397ee2-74f7-4295-9d49-5903cc63c2d8","Includes"
"18d55ba9-12d7-409c-8da8-ee05060e5390","dfc5e3da-573b-490a-9714-1227fd524fc0","Database Tables"
"7a8bce1e-2c85-45e1-8e85-85e6336f417c","bcb45b23-0100-4ab7-bcc5-97205c9fa3db","Database Tables"
"5401bcc0-4557-4ee1-86d3-177f9544da69","459a766a-88c0-4103-a3a3-815c7e31fe00","Database Tables"
"211238dc-11fd-478e-96df-5928be1c1144","26e59aab-a6d2-43a6-ae71-fff8d7582966","Includes"
"9b74222a-56e1-428f-b225-63d0122729ab","fe0eb0e1-8124-4575-af78-581b67c276a1","Database Tables"
"d93f2307-df80-4693-8f2d-b8f0ee9f0991","1e5608fc-78f8-4c04-83bf-877d3cafcb2a","Function Calls"
"SAPLMGMM_SCREEN_4020","3e839b8a-b790-4b34-80aa-b933a4278b35","MODULE"
"7042fd7d-1462-4785-9c94-05f63535acf1","3aa5fad8-d8df-4e7e-b513-2da25297ba91","Includes"
"ddd4ebe4-acc7-4305-83d0-2e047effc934","7e37bd24-df82-4a7b-81e4-862c160d89db","Database Tables"
"148c9eac-211b-486e-ad22-7b9cc00024cc","a9a51466-78bd-48a4-9879-5159251d91c9","Database Tables"
"300a125e-5b5f-400a-b97e-6b91fd3d58f5","9a27e1bb-b7ac-4523-b184-ac8bed57ea91","Function Calls"
"a30fd15a-4a65-456d-b221-68e9e9e8b665","a01f41e2-5b26-42f0-a37c-209cdf6500d3","Database Tables"
"37ea0724-799d-413a-a109-835aed53c30c","866f4422-30f1-47aa-8f82-e5da0b8fa77e","Function Calls"
"db9e328c-9414-443b-90b2-c036084be350","cf946781-4877-4d07-97c0-3ebbfe02d117","Function Calls"
"315775ec-a4fc-43f1-b402-30b5b253e068","dc6d974b-3e73-41a6-9dff-435f8e7dd544","Method Calls"
"f684102f-7424-4969-acaf-35b8277f6a96","7cdff72b-c7b8-45b2-adaa-5aa4b1ec3d44","Database Tables"
"cfed79ef-a260-4315-8710-ea37cdd24eec","67d5d4ca-d898-4dea-991f-842053d2a472","Function Calls"
"03592f88-d228-4d15-a8ee-f38ec3d4bee3","80d82beb-84a1-4041-9487-ea527bac45a4","Includes"
"SAPLMGMM_SCREEN_5030","8ae6d4e8-3bcd-4bf3-b830-d56aaad85fc2","MODULE"
"80a074af-5e95-4405-af67-61114fbe09af","6ac6461a-5724-4adf-bd2c-c9f7cd589ec7","Database Tables"
"6722cad6-90d3-4863-b34f-c5f55f452023","0ad07cc3-2ec9-4022-bcd3-1e5cdbfdf41a","Includes"
"SAPLMGMM_SCREEN_5040","c7c5ee81-3459-4c42-9a18-f39a9d4323e9","MODULE"
"SAPLMGMM_SCREEN_4020","8c8bf5e3-3e14-4794-bfb3-e270ff06ec2c","MODULE"
"8717e3fa-f51c-4f36-85aa-133c552ab4d7","210cbcb7-a1a3-44e5-9c4a-f659d33e5328","Database Tables"
"b6e7d21e-9aff-467e-a673-0a012ffa84fc","a9d572d6-f2dc-4562-b397-5c59107b8c51","Function Calls"
"SAPLMGMM_SCREEN_0080","c9f6c880-b118-4e5a-91d2-8a5c5eda5c2d","MODULE"
"c7e95e0b-27a2-4964-b6f6-ad406f6cf530","6722cad6-90d3-4863-b34f-c5f55f452023","Database Tables"
"79640f53-7bde-4959-8c5b-0d607bbd7eef","f69139e2-e0dc-49f6-8ad1-03f916150a9c","Function Calls"
"3bfb26bf-6686-446f-9e70-57a1f8d2008f","fabf9294-ea90-4723-9438-54694d1eaee2","Database Tables"
"SAPLMGMM_SCREEN_4004","8c8bf5e3-3e14-4794-bfb3-e270ff06ec2c","MODULE"
"9531884f-2962-4b23-9518-063781465c06","5cfbb565-7313-4b86-b843-50b168fbf47c","Database Tables"
"c55bbb69-2513-405c-b8b9-fea1fd173fe2","1d60837e-1012-417a-85d9-a9a7b6a3f6c6","Function Calls"
"0b9f367a-9ebd-4a12-ab5d-5490a1e37676","faa8f206-17d8-412f-9b6d-5ff717390ca1","Function Calls"
"SAPLMGMM_SCREEN_3050","8ae6d4e8-3bcd-4bf3-b830-d56aaad85fc2","MODULE"
"89c49e67-13ab-4ef2-b1e6-bb3ad67208ca","3d149b68-9b8d-4811-80ef-fd45363e9af0","Includes"
"80a074af-5e95-4405-af67-61114fbe09af","68f10636-2238-4008-870a-f418fcd65e7d","Database Tables"
"3345bb88-884f-42a5-947f-6a6f46beda90","7e37bd24-df82-4a7b-81e4-862c160d89db","Database Tables"
"99401cb1-678a-4334-85d3-c6f8a9adae32","7e37bd24-df82-4a7b-81e4-862c160d89db","Database Tables"
"211238dc-11fd-478e-96df-5928be1c1144","7c7e127e-b741-42ad-9a4f-3f7d2e9c79e9","Includes"
"51493a8d-f3d3-48f4-b463-c895ab8e7fc2","2b07ee80-d984-4bb4-ad3f-d533ece0dfdd","Includes"
"SAPLMGMM_SCREEN_3120","6cf09d0b-667a-4a02-9290-217068dc97d4","MODULE"
"d522411e-2b34-4af6-a24e-832f7962e2a0","9ae43497-571f-46f7-aa6f-5d196286f487","Database Tables"
"c5cb493e-3643-41ca-9426-0413f7fbc3b3","682686a1-25ab-46a8-a797-a6c8452e94e1","Database Tables"
"42698bd2-500a-431a-a45a-ecdbaced0d74","7d2338db-0391-4acd-b968-6d414b9bb038","Database Tables"
"35378e94-ed70-4b5d-8d33-a1d511e98e62","fe0eb0e1-8124-4575-af78-581b67c276a1","Database Tables"
"a0aab7d0-e5ce-430a-9646-02a966d84e82","7bab35ea-8518-4ec1-b21e-384a1121343a","Method Calls"
"03592f88-d228-4d15-a8ee-f38ec3d4bee3","6aca732f-b02c-45e3-9aa2-6b565d4c06e1","Includes"
"1f9a7901-2c1c-4223-a47b-2ba9dd7a525f","6318c007-cf84-46ac-b5d7-fb524b6dd838","Database Tables"
"a050815a-fae3-432f-acec-c01d48638ab8","4c813c6a-4c08-446a-846a-ffd1ed7c53f7","Function Calls"
"SAPLMGMM_SCREEN_5300","ee4098af-ec72-49b6-8805-f5331c0b66b1","MODULE"
"113caff6-4370-44b4-9059-6b8b66d8f201","2dcebee1-bb4a-46b2-9fa4-33d9271db467","Function Calls"
"SAPLMGMM_SCREEN_0503","9c19967e-461c-4799-aa43-f9bb0961894d","MODULE"
"c5cb493e-3643-41ca-9426-0413f7fbc3b3","d81959a7-5809-4a7e-a2a5-6c885834b75f","Includes"
"5664a5fe-5684-4e1d-86e1-224ec0fe7d1c","e02301fe-ad1f-40ce-a622-daff6e1162e9","Database Tables"
